Id,DateCreated,DateUpdated,DateClosed,RequestType,ImageUrl,Address,AdditionalData,Status,InitialBoundaryName,AssignedTo,VendorTicketId,Location,New Georeferenced Column,Device type
2339818,10/19/2021 11:46:06 AM,10/19/2021 01:30:57 PM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2339818&imagesize=,"380 5700 W, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"380 5700 W, Salt Lake City, UT 84104","(40.7609637, -112.0273929)",Apple
2040816,05/20/2021 12:40:07 PM,06/07/2021 01:07:27 PM,06/07/2021 01:06:15 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2040816&imagesize=,"1276 500 W, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"1276 500 W, Salt Lake City, UT 84101","(40.7414681, -111.9062812)",Apple
2026497,05/14/2021 09:13:50 PM,05/17/2021 09:46:02 AM,05/17/2021 09:44:28 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2026497&imagesize=,"1160 Beck St, Salt Lake City, UT 84103",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Duplicate,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 3;Capitol Hill",Dillon Hase,,"1160 Beck St, Salt Lake City, UT 84103","(40.7941332, -111.9023931)",Apple
2354856,10/27/2021 07:35:42 PM,10/28/2021 01:47:12 PM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2354856&imagesize=,"1780 Learned St, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Poplar Grove",Dillon Hase,,"1780 Learned St, Salt Lake City, UT 84116","(40.7703415, -111.9408814)",Android
2352042,10/26/2021 12:25:31 PM,10/27/2021 11:27:41 AM,10/27/2021 11:26:39 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2352042&imagesize=,"645 S 200 E, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"645 S 200 E, Salt Lake City, UT 84111","(40.7548529, -111.8847524)",Android
2295278,09/24/2021 07:28:20 AM,10/15/2021 11:24:14 AM,10/15/2021 11:23:02 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2295278&imagesize=,"725 S 200 W, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Ball Park",Dillon Hase,,"725 S 200 W, Salt Lake City, UT 84101","(40.753521, -111.8969714)",Android
2137639,07/07/2021 04:26:19 PM,07/28/2021 02:51:16 PM,07/28/2021 02:50:15 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2137639&imagesize=,"1031 S W Temple, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"1031 S W Temple, Salt Lake City, UT 84101","(40.7472488, -111.8924248)",Apple
2036667,05/18/2021 04:45:06 PM,06/07/2021 01:01:24 PM,06/07/2021 01:00:12 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2036667&imagesize=,"608 S 400 E, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"608 S 400 E, Salt Lake City, UT 84111","(40.756307, -111.8802756)",Html5
2130433,07/03/2021 12:05:16 PM,07/21/2021 01:47:53 PM,07/21/2021 01:46:51 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2130433&imagesize=,"530 N Redwood Rd, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Jordan Meadows",Dillon Hase,,"530 N Redwood Rd, Salt Lake City, UT 84116","(40.7809342, -111.9382972)",Apple
2356559,10/28/2021 02:21:19 PM,10/29/2021 11:37:46 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2356559&imagesize=,"1463 Major St E, Salt Lake City, UT 84115",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"1463 Major St E, Salt Lake City, UT 84115","(40.7378647, -111.8889536)",Apple
2286593,09/20/2021 11:16:51 AM,09/24/2021 10:09:12 AM,09/24/2021 10:08:10 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2286593&imagesize=,"868 Washington St, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Ball Park",Dillon Hase,,"868 Washington St, Salt Lake City, UT 84101","(40.7503896, -111.8989187)",Android
2012287,05/08/2021 09:11:42 AM,05/24/2021 01:47:51 PM,05/24/2021 01:46:44 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2012287&imagesize=,"1459 Walnut Dr, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Fairpark",Dillon Hase,,"1459 Walnut Dr, Salt Lake City, UT 84116","(40.7772929, -111.9333047)",Apple
2351215,10/26/2021 08:39:37 AM,10/26/2021 09:30:54 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2351215&imagesize=,"811 N Cornell St, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 1;Rose Park",Dillon Hase,,"811 N Cornell St, Salt Lake City, UT 84116","(40.7860439, -111.9356973)",Apple
2119333,06/28/2021 12:26:50 PM,07/16/2021 01:53:34 PM,07/14/2021 12:49:52 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2119333&imagesize=,"1685 Milestone Dr, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"1685 Milestone Dr, Salt Lake City, UT 84104","(40.7345434, -111.9647169)",Html5
2111570,06/23/2021 03:43:38 PM,07/02/2021 04:04:32 PM,07/02/2021 04:03:20 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2111570&imagesize=,"1510 Gustin Rd W, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"1510 Gustin Rd W, Salt Lake City, UT 84104","(40.7383379, -111.9824439)",Apple
2290263,09/21/2021 05:50:02 PM,10/15/2021 11:21:36 AM,10/15/2021 11:20:27 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2290263&imagesize=,"721 W S Temple, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Downtown",Dillon Hase,,"721 W S Temple, Salt Lake City, UT 84104","(40.7684058, -111.9119706)",Android
2200066,08/08/2021 08:26:03 PM,10/08/2021 01:03:01 PM,10/08/2021 01:01:56 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2200066&imagesize=,"1815 State St, Salt Lake City, UT 84115",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Liberty-Wells",Dillon Hase,,"1815 State St, Salt Lake City, UT 84115","(40.7308257, -111.8878241)",Apple
2173192,07/26/2021 12:53:28 PM,09/09/2021 07:10:35 PM,09/09/2021 07:09:31 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2173192&imagesize=,"241 Concord St, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"241 Concord St, Salt Lake City, UT 84104","(40.7638528, -111.9268494)",Console
2024640,05/14/2021 04:42:16 PM,06/23/2021 04:32:10 PM,06/23/2021 04:31:09 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2024640&imagesize=,"1161 W North Temple, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"1161 W North Temple, Salt Lake City, UT 84116","(40.7696283, -111.9240677)",Apple
2289456,09/21/2021 12:56:33 PM,10/05/2021 12:30:52 PM,10/05/2021 12:29:42 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2289456&imagesize=,"1085 Directors Row, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"1085 Directors Row, Salt Lake City, UT 84104","(40.7466907, -111.9720986)",Apple
2347665,10/23/2021 01:50:10 PM,10/26/2021 10:06:01 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2347665&imagesize=,"551 E 500 S, Salt Lake City, UT 84102",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"551 E 500 S, Salt Lake City, UT 84102","(40.7585566, -111.8753798)",Apple
2320785,10/07/2021 10:51:40 PM,10/08/2021 12:51:25 PM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2320785&imagesize=,"905 S 11th W, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"905 S 11th W, Salt Lake City, UT 84104","(40.7501383, -111.9221127)",Html5
2123097,06/29/2021 09:23:51 PM,07/06/2021 02:10:55 PM,07/06/2021 02:09:52 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2123097&imagesize=,"1055 Fremont Ave S, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 2;Glendale",Dillon Hase,,"1055 Fremont Ave S, Salt Lake City, UT 84104","(40.7438285, -111.9185459)",Apple
2154511,07/15/2021 10:02:08 PM,08/10/2021 02:37:45 PM,08/10/2021 02:36:37 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2154511&imagesize=,"377 W 8th N, Salt Lake City, UT 84103",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 3;Capitol Hill",Dillon Hase,,"377 W 8th N, Salt Lake City, UT 84103","(40.7867398, -111.9025058)",Html5
2114356,06/25/2021 01:33:18 AM,07/09/2021 01:49:41 PM,07/09/2021 01:48:35 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2114356&imagesize=,"14 600 W, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Downtown",Dillon Hase,,"14 600 W, Salt Lake City, UT 84101","(40.7688589, -111.9085442)",Apple
2129217,07/02/2021 12:21:37 PM,07/21/2021 01:46:35 PM,07/21/2021 01:45:19 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2129217&imagesize=,"176 W 600 S, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Downtown",Dillon Hase,,"176 W 600 S, Salt Lake City, UT 84101","(40.7572952, -111.8966572)",Apple
2240294,08/26/2021 12:10:10 PM,10/08/2021 01:17:57 PM,10/08/2021 01:16:51 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2240294&imagesize=,"470 S 7th W, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Downtown",Dillon Hase,,"470 S 7th W, Salt Lake City, UT 84104","(40.7580586, -111.912084)",Android
2243517,08/27/2021 03:33:27 PM,10/08/2021 01:19:59 PM,10/08/2021 01:18:43 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2243517&imagesize=,"926 Simpson Ave S, Salt Lake City, UT 84106",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 7;Sugar House",Dillon Hase,,"926 Simpson Ave S, Salt Lake City, UT 84106","(40.7213307, -111.8644863)",Apple
2176046,07/27/2021 02:26:15 PM,09/09/2021 07:21:57 PM,09/09/2021 07:20:50 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2176046&imagesize=,"400 E 700 S, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"400 E 700 S, Salt Lake City, UT 84111","(40.7538519, -111.8791831)",Apple
2219503,08/17/2021 09:34:50 AM,10/08/2021 01:08:42 PM,10/08/2021 01:07:38 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2219503&imagesize=,"63 S 600 W, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Downtown",Dillon Hase,,"63 S 600 W, Salt Lake City, UT 84101","(40.76751, -111.907791)",Android
2127901,07/01/2021 08:26:10 PM,07/21/2021 01:42:43 PM,07/21/2021 01:41:38 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2127901&imagesize=,"231 N 200 W, Salt Lake City, UT 84103",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 3;Capitol Hill",Dillon Hase,,"231 N 200 W, Salt Lake City, UT 84103","(40.774732, -111.896865)",Android
2137727,07/07/2021 05:33:22 PM,07/28/2021 02:54:37 PM,07/28/2021 02:53:32 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2137727&imagesize=,"244 1200 W, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"244 1200 W, Salt Lake City, UT 84104","(40.7638336, -111.9257095)",Html5
2347779,10/23/2021 05:03:17 PM,10/25/2021 09:32:20 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2347779&imagesize=,"180 N Cornell St, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Jordan Meadows",Dillon Hase,,"180 N Cornell St, Salt Lake City, UT 84116","(40.7725353, -111.9330526)",Html5
2238651,08/25/2021 06:58:14 PM,10/08/2021 01:15:39 PM,10/08/2021 01:14:34 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2238651&imagesize=,"421 N Montgomery St, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Fairpark",Dillon Hase,,"421 N Montgomery St, Salt Lake City, UT 84116","(40.7783365, -111.9368558)",Android
2240020,08/26/2021 11:08:33 AM,10/08/2021 01:17:57 PM,10/08/2021 01:16:55 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2240020&imagesize=,"1114 S Ashton Ave, Salt Lake City, UT 84106",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 7;Sugar House",Dillon Hase,,"1114 S Ashton Ave, Salt Lake City, UT 84106","(40.7203236, -111.8592107)",Android
2325548,10/11/2021 01:15:36 PM,10/13/2021 06:19:14 PM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2325548&imagesize=,"1811 State St, Salt Lake City, UT 84115",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Liberty-Wells",Dillon Hase,,"1811 State St, Salt Lake City, UT 84115","(40.7309489, -111.8878045)",Apple
2244505,08/28/2021 04:18:11 PM,10/08/2021 01:19:28 PM,10/08/2021 01:18:25 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2244505&imagesize=,"18 Rio Grande St, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Downtown",Dillon Hase,,"18 Rio Grande St, Salt Lake City, UT 84101","(40.7626821, -111.9026732)",Android
2335675,10/16/2021 10:10:19 PM,10/18/2021 12:33:25 PM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2335675&imagesize=,"1572 N Star Dr, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Jordan Meadows",Dillon Hase,,"1572 N Star Dr, Salt Lake City, UT 84116","(40.7771309, -111.9341125)",Apple
2012046,05/07/2021 07:49:59 PM,05/20/2021 09:21:00 AM,05/20/2021 09:19:56 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2012046&imagesize=,"1314 W 280 N, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 1;Fairpark",Dillon Hase,,"1314 W 280 N, Salt Lake City, UT 84116","(40.7747279, -111.9294852)",Android
2119103,06/28/2021 11:31:27 AM,06/28/2021 01:58:32 PM,06/28/2021 01:57:23 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2119103&imagesize=,"1465 S 300 W, Salt Lake City, UT 84115",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Duplicate,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"1465 S 300 W, Salt Lake City, UT 84115","(40.7375279, -111.8988891)",Apple
2185203,08/01/2021 10:07:58 AM,10/08/2021 12:56:34 PM,10/08/2021 12:55:22 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2185203&imagesize=,"39 W 900 S, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"39 W 900 S, Salt Lake City, UT 84101","(40.7495822, -111.8924932)",Apple
2142757,07/09/2021 05:28:00 PM,07/16/2021 02:04:00 PM,07/16/2021 02:02:52 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2142757&imagesize=,"234 E 700 S, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"234 E 700 S, Salt Lake City, UT 84111","(40.7540895, -111.884256)",Android
2292187,09/22/2021 02:14:21 PM,10/01/2021 09:32:38 AM,10/01/2021 09:31:26 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2292187&imagesize=,"1514 W 700 S, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"1514 W 700 S, Salt Lake City, UT 84104","(40.7543487, -111.9342191)",Apple
2359526,10/31/2021 11:46:50 AM,10/31/2021 11:55:03 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2359526&imagesize=,"174 Lucy Ave, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Received,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"174 Lucy Ave, Salt Lake City, UT 84101","(40.7430533, -111.89623)",Android
2238935,08/26/2021 06:57:29 AM,10/08/2021 01:15:39 PM,10/08/2021 01:14:30 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2238935&imagesize=,"826 S W Temple, Salt Lake City, UT 84101",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Ball Park",Dillon Hase,,"826 S W Temple, Salt Lake City, UT 84101","(40.7511665, -111.8942976)",Apple
2311517,10/04/2021 07:34:37 AM,10/21/2021 12:35:35 PM,10/21/2021 12:34:32 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2311517&imagesize=,"Elizabeth Sherman Park, 2410 Highland Dr, Salt Lake City, UT 84106",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 7;Sugar House",Dillon Hase,,"Elizabeth Sherman Park, 2410 Highland Dr, Salt Lake City, UT 84106","(40.7187605, -111.8579357)",Apple
2310325,10/02/2021 01:54:52 PM,10/04/2021 11:29:42 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2310325&imagesize=,"775 E 400 S, Salt Lake City, UT 84102",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;East Central",Dillon Hase,,"775 E 400 S, Salt Lake City, UT 84102","(40.7609266, -111.8687359)",Apple
2118646,06/28/2021 09:54:21 AM,09/08/2021 11:05:48 AM,09/08/2021 11:04:44 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2118646&imagesize=,"1300 300 N, Salt Lake City, UT 84116",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 1;Fairpark",Dillon Hase,,"1300 300 N, Salt Lake City, UT 84116","(40.7750672, -111.9289165)",Apple
2178415,07/28/2021 01:35:09 PM,07/30/2021 11:25:05 AM,07/30/2021 11:23:54 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2178415&imagesize=,"504 900 E, Salt Lake City, UT 84102",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;East Central",Dillon Hase,,"504 900 E, Salt Lake City, UT 84102","(40.7582578, -111.8656064)",Html5
2282749,09/17/2021 10:16:17 AM,10/08/2021 01:54:39 PM,10/08/2021 01:53:35 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2282749&imagesize=,"1844 S 1045 W, Salt Lake City, UT 84119",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"1844 S 1045 W, Salt Lake City, UT 84119","(40.7297603, -111.9241587)",Android
2181813,07/29/2021 05:34:26 PM,08/03/2021 12:26:46 PM,08/03/2021 12:25:34 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2181813&imagesize=,"224 E 700 S, Salt Lake City, UT 84111",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 4;Central City",Dillon Hase,,"224 E 700 S, Salt Lake City, UT 84111","(40.7537579, -111.8847453)",Apple
2310881,10/03/2021 12:16:56 PM,10/04/2021 11:40:23 AM,,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2310881&imagesize=,"2410 S Highland Dr, Salt Lake City, UT 84106",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,In Process,"Salt Lake City, UT;Salt Lake City, UT (Water);Salt Lake City, UT (Parks);Council District 7;Sugar House",Dillon Hase,,"2410 S Highland Dr, Salt Lake City, UT 84106","(40.7192292, -111.8579033)",Apple
2254451,09/02/2021 09:33:47 AM,09/08/2021 09:35:58 AM,09/08/2021 09:34:56 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2254451&imagesize=,"1533 S Main St, Salt Lake City, UT 84115",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"1533 S Main St, Salt Lake City, UT 84115","(40.7361959, -111.8906274)",Apple
2101067,06/18/2021 09:15:37 AM,06/18/2021 11:19:55 AM,06/18/2021 11:18:42 AM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2101067&imagesize=,"1531 S 300 W, Salt Lake City, UT 84115",Select a Report Type=Concern Regarding Homelessness|Issue Type=Other,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 5;Ball Park",Dillon Hase,,"1531 S 300 W, Salt Lake City, UT 84115","(40.7362499, -111.8994564)",Apple
2270209,09/10/2021 01:56:15 PM,10/08/2021 01:39:09 PM,10/08/2021 01:38:05 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2270209&imagesize=,"1510 Gustin Rd W, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Glendale",Dillon Hase,,"1510 Gustin Rd W, Salt Lake City, UT 84104","(40.7374075, -111.9824969)",Apple
2027847,05/15/2021 01:44:07 PM,06/07/2021 12:34:13 PM,06/07/2021 12:33:11 PM,Concern Regarding Homelessness,https://api.citysourced.com/reportimage.ashx?reportid=2027847&imagesize=,"837 800 S, Salt Lake City, UT 84104",Select a Report Type=Concern Regarding Homelessness|Issue Type=Camp,Closed,"Salt Lake City, UT;Salt Lake City, UT (Water);Council District 2;Poplar Grove",Dillon Hase,,"837 800 S, Salt Lake City, UT 84104","(40.7508536, -111.9132185)",Html5
